row_id,cumulative_gpa,gpa_trend,num_failures,num_repeats,progress_rate,pct_complete,planned_credits,planned_workload_index,num_hard_courses,at_risk
48,2.6466396511782064,0.14625561554006516,2.0,2.0,0.95,0.475,8.0,19.0,0.0,0
49,2.6936023209155477,-0.04212081379910071,0.0,0.0,0.7666666666666667,0.7666666666666667,19.0,67.0,4.0,0
50,2.7738418875384387,0.21034816696065084,1.0,1.0,0.8333333333333334,0.20833333333333334,13.0,39.0,1.0,0
51,2.7821293749871776,0.012006820913982974,0.0,0.0,0.9333333333333333,0.23333333333333334,10.0,36.0,1.0,0
52,1.782865669266394,0.29230655426661256,3.0,2.0,0.5,0.125,15.0,59.0,3.0,1
53,2.3855034356929594,-0.21034617722099158,0.0,0.0,0.65,0.325,15.0,52.0,3.0,0
54,2.605941830390086,0.03656786363806841,1.0,0.0,0.6,0.075,18.0,80.0,4.0,1
55,2.0894481382469916,0.138837421233986,6.0,3.0,0.5666666666666667,0.2833333333333333,14.0,56.0,3.0,1
56,2.4983856886553295,0.08995777775319436,0.0,0.0,0.6666666666666666,0.16666666666666666,14.0,63.0,4.0,0
57,3.2586024682771635,0.38788688483878087,1.0,0.0,1.1,0.825,16.0,61.0,3.0,0
58,2.0401118697581757,0.10710257594994976,2.0,2.0,0.49523809523809526,0.43333333333333335,15.0,55.0,2.0,1
59,3.174075938079149,-0.08275668290583305,0.0,0.0,1.0444444444444445,0.7833333333333333,16.0,53.0,2.0,0
60,1.6427171769818407,-0.034921865820757514,1.0,0.0,0.5,0.125,17.0,78.0,5.0,1
61,2.4149146050757904,0.4149473495300162,2.0,1.0,0.6444444444444445,0.48333333333333334,13.0,49.0,3.0,0
62,2.7394225020425487,-0.09605750663482349,2.0,2.0,0.8,0.3,10.0,35.0,1.0,0
63,2.8483688465678196,-0.3016654014150766,1.0,0.0,0.9222222222222223,0.6916666666666667,14.0,58.0,2.0,0
64,3.1237965991083865,0.32703633876459115,1.0,0.0,0.96,0.6,15.0,42.0,0.0,0
65,2.9905190178743184,0.06893575324935552,0.0,0.0,0.9833333333333333,0.49166666666666664,7.0,23.0,1.0,0
66,2.3935678910304734,-0.18322586601341095,0.0,0.0,0.6333333333333333,0.15833333333333333,10.0,32.0,1.0,0
67,2.3999032052226665,0.26311385398765186,1.0,1.0,0.6095238095238096,0.5333333333333333,17.0,73.0,4.0,0
68,3.10593676486616,-0.18977180431503848,0.0,0.0,1.0083333333333333,1.0,20.0,87.0,6.0,0
69,2.59141680999654,-0.8929234630173348,1.0,0.0,0.6888888888888889,0.5166666666666667,11.0,41.0,1.0,0
70,1.9459171823868489,-0.08958224382871283,3.0,2.0,0.5,0.5,14.0,49.0,2.0,1
71,2.047046631531512,-0.013614222161356437,0.0,0.0,0.5,0.5,13.0,43.0,2.0,0
72,2.0454953655743426,-0.1321798714618363,4.0,2.0,0.5,0.125,15.0,57.0,3.0,1
73,2.7131227445167423,0.7158270034402681,0.0,0.0,0.9,0.675,14.0,48.0,2.0,0
74,2.4641883194258822,-0.5228226062087118,0.0,0.0,0.8,0.3,10.0,34.0,1.0,0
75,2.729160422590928,-0.21389478975320797,1.0,0.0,0.95,0.475,9.0,33.0,1.0,0
76,2.629420052174298,-1.22798852426795,1.0,0.0,0.6333333333333333,0.15833333333333333,14.0,53.0,2.0,0
77,2.3552808184580742,-0.23149469279640256,2.0,1.0,0.8,0.8,12.0,44.0,2.0,0
78,3.1231332415286004,-0.10672570278849491,0.0,0.0,0.9333333333333333,0.7,10.0,33.0,1.0,0
79,2.306729051459248,-0.19275800276896637,1.0,1.0,0.6666666666666666,0.25,16.0,58.0,3.0,1
80,3.029192526474547,0.28407218998786155,0.0,0.0,0.8833333333333333,0.44166666666666665,12.0,36.0,1.0,0
81,1.9055597282260244,0.2424649605523339,3.0,2.0,0.55,0.275,14.0,44.0,2.0,1
82,2.365056299106718,0.16803040267985958,0.0,0.0,0.6444444444444445,0.48333333333333334,14.0,53.0,3.0,0
83,2.608147818754709,-0.3283178799329507,2.0,1.0,0.638095238095238,0.5583333333333333,13.0,42.0,1.0,0
84,2.0492696294473656,0.31070217374470444,1.0,0.0,0.4888888888888889,0.18333333333333332,18.0,74.0,4.0,1
85,2.8172450453284514,-0.15161461105694896,2.0,1.0,0.9,0.45,11.0,42.0,3.0,0
86,2.05038211765923,-0.13593068760767046,1.0,0.0,0.6133333333333333,0.38333333333333336,9.0,39.0,3.0,0
87,2.4084984869775883,-0.8945694911014606,1.0,0.0,0.75,0.375,13.0,46.0,2.0,0
88,3.072782726882157,0.009549833089837367,1.0,0.0,0.8933333333333333,0.5583333333333333,14.0,50.0,2.0,0
89,2.7933559666284107,0.25278922976721807,1.0,1.0,0.9,0.225,9.0,24.0,1.0,0
90,2.9551881944230165,0.886121559221333,0.0,0.0,0.9333333333333333,0.23333333333333334,9.0,27.0,1.0,0
91,2.5883632492252118,-0.012978056823701678,1.0,1.0,0.7166666666666667,0.35833333333333334,15.0,48.0,2.0,0
92,2.1717600914125823,-0.19802045445811167,1.0,1.0,0.6190476190476191,0.5416666666666666,11.0,39.0,2.0,0
93,2.6172485109775074,-0.39155835052008126,1.0,1.0,0.7333333333333333,0.275,10.0,31.0,1.0,0
94,1.6090237392227327,0.1634189370385415,1.0,1.0,0.4888888888888889,0.18333333333333332,19.0,73.0,4.0,1
95,1.848143558003633,-0.9427193186485823,0.0,0.0,0.5,0.375,12.0,42.0,2.0,0
96,1.7858075751245237,0.18989675542816187,2.0,0.0,0.5,0.5,19.0,70.0,3.0,1
97,1.8155468358100113,0.5617423377168365,3.0,1.0,0.5,0.25,17.0,59.0,2.0,1
98,2.7557699449260875,0.21265907972510867,0.0,0.0,0.8666666666666667,0.10833333333333334,14.0,50.0,2.0,0
99,2.1981031621181666,-0.15500710870665202,2.0,1.0,0.5,0.375,13.0,51.0,3.0,0
100,2.451119608639891,0.42076639835964924,3.0,1.0,0.6333333333333333,0.31666666666666665,7.0,21.0,0.0,0
101,3.319215193882545,0.05890318750479695,1.0,0.0,1.1,0.825,9.0,27.0,1.0,0
102,2.538774593867767,-0.2546083565591153,3.0,1.0,0.6444444444444445,0.24166666666666667,14.0,49.0,2.0,0
103,2.9750944607752636,0.6288153053507468,0.0,0.0,1.0,0.125,14.0,47.0,2.0,0
104,2.0949517230968504,-0.3631947632871815,0.0,0.0,0.4888888888888889,0.18333333333333332,10.0,33.0,1.0,0
105,2.4150443112187445,0.24190953922922853,0.0,0.0,0.6888888888888889,0.5166666666666667,15.0,60.0,3.0,0
106,2.2209805663121984,-0.9906866813170319,0.0,0.0,0.5,0.25,10.0,26.0,0.0,0
107,2.4572610904129553,0.2749095911790844,2.0,2.0,0.6444444444444445,0.24166666666666667,15.0,50.0,2.0,0
108,2.978625759075562,0.5917531396927038,2.0,0.0,1.0,0.5,12.0,36.0,1.0,0
109,1.4266193052650376,0.2730950325645618,2.0,2.0,0.5,0.375,16.0,52.0,2.0,0
110,3.0046771951849705,0.2542918850250526,1.0,0.0,0.8666666666666667,0.21666666666666667,16.0,55.0,3.0,0
111,2.6191448236050565,0.36708271327248276,1.0,1.0,0.8222222222222222,0.6166666666666667,14.0,56.0,3.0,0
112,2.284027177240195,-0.22940341809024334,1.0,1.0,0.5666666666666667,0.425,16.0,56.0,2.0,0
113,2.1575581325580355,0.2974122351119153,2.0,2.0,0.5,0.25,15.0,51.0,2.0,1
114,2.7598976605026246,-0.38291534975793473,0.0,0.0,0.775,0.775,20.0,87.0,5.0,0
115,2.5504514483389573,-0.4110809864862248,1.0,0.0,0.5904761904761905,0.5166666666666667,11.0,33.0,0.0,0
116,2.647253194363915,0.4578098361917169,0.0,0.0,0.8222222222222222,0.30833333333333335,13.0,41.0,2.0,0
117,2.7726651395609245,0.3724601061260149,3.0,1.0,0.7333333333333333,0.09166666666666666,17.0,64.0,3.0,0
118,3.4849787391692875,-0.00802434136266772,0.0,0.0,1.1111111111111112,0.4166666666666667,14.0,53.0,3.0,0
119,2.523256943005124,-0.4579331045067141,0.0,0.0,0.6666666666666666,0.16666666666666666,16.0,58.0,3.0,0
120,2.3402026360139083,-0.24481823811199588,2.0,2.0,0.5066666666666667,0.31666666666666665,16.0,49.0,2.0,1
121,2.656804725603518,0.30705289084220855,1.0,1.0,0.8,0.7,8.0,28.0,1.0,0
122,2.723886344235951,-0.4993098949694659,0.0,0.0,0.819047619047619,0.7166666666666667,19.0,64.0,3.0,0
123,3.212070968656046,-0.019540607496331575,0.0,0.0,1.1111111111111112,0.4166666666666667,12.0,39.0,2.0,0
124,3.1925814686392298,0.5135508652998406,1.0,0.0,1.0,0.5,18.0,72.0,4.0,0
125,2.7121850477892346,-0.17453482473458415,1.0,1.0,0.8666666666666667,0.10833333333333334,7.0,21.0,0.0,0
126,3.558223152543591,0.3389314133582504,1.0,0.0,1.0933333333333333,0.6833333333333333,15.0,60.0,4.0,0
127,1.6986933338607044,-0.13775260788457366,1.0,0.0,0.5333333333333333,0.06666666666666667,13.0,43.0,2.0,0
128,2.33043236776268,0.0917676269791956,0.0,0.0,0.5583333333333333,0.5583333333333333,16.0,59.0,3.0,0
129,1.993829236317503,-0.31266614366836554,0.0,0.0,0.49523809523809526,0.43333333333333335,15.0,60.0,4.0,1
130,2.495182254163859,0.46849301681940103,0.0,0.0,0.6333333333333333,0.15833333333333333,16.0,55.0,2.0,0
131,1.840788742915896,-0.31969741553954933,2.0,1.0,0.5,0.375,13.0,42.0,1.0,1
132,2.869032183517679,0.3034288663467155,3.0,3.0,0.9466666666666667,0.5916666666666667,13.0,44.0,1.0,0
133,2.4197935740642755,0.009420892187598007,4.0,2.0,0.6857142857142857,0.6,13.0,42.0,2.0,0
134,1.6634982930147422,-0.07217273560668991,3.0,0.0,0.5,0.25,17.0,62.0,3.0,1
135,2.167099668633981,0.02572285274809305,2.0,1.0,0.5,0.125,17.0,71.0,4.0,1
136,2.6151370136837953,0.5549550237783949,0.0,0.0,0.84,0.525,13.0,44.0,1.0,0
137,3.0209078165319903,0.07072001080288404,1.0,0.0,1.0,0.25,10.0,34.0,1.0,0
138,3.749987927385854,-0.47051074266792847,0.0,0.0,1.0933333333333333,0.6833333333333333,13.0,35.0,0.0,0
139,4.0,0.0,0.0,0.0,1.1,0.275,20.0,80.0,5.0,0
140,2.826530398168026,0.0571648489703116,0.0,0.0,0.8777777777777778,0.6583333333333333,19.0,77.0,5.0,0
141,2.019377446001709,1.3837099994033077,3.0,2.0,0.49523809523809526,0.43333333333333335,7.0,26.0,1.0,0
142,1.4684197753651842,-0.22015999967752964,1.0,0.0,0.5,0.125,16.0,53.0,1.0,0
143,2.4362216719379455,-0.1717065733492622,3.0,3.0,0.8333333333333334,0.4166666666666667,19.0,73.0,4.0,1
144,1.9730855424757126,0.6230677476655506,1.0,1.0,0.5111111111111111,0.38333333333333336,13.0,44.0,2.0,0
145,2.3152485320694054,-0.8906701699504787,1.0,1.0,0.6333333333333333,0.15833333333333333,14.0,43.0,1.0,0
146,2.1564013879072075,-0.07894745127533387,2.0,0.0,0.56,0.35,15.0,58.0,3.0,0
147,2.282440019084476,0.8323024565675987,1.0,1.0,0.7111111111111111,0.5333333333333333,17.0,69.0,4.0,0
148,3.3149559246083418,-0.25778082571687255,1.0,1.0,1.0666666666666667,0.4,11.0,35.0,1.0,0
149,2.725340221528538,-0.6994713382110818,0.0,0.0,0.8,0.7,16.0,67.0,3.0,0
150,2.533790626721098,-0.27698197082499254,1.0,1.0,0.7066666666666667,0.44166666666666665,15.0,45.0,1.0,0
151,1.9262917632726475,0.45489630519884394,5.0,2.0,0.5066666666666667,0.31666666666666665,12.0,33.0,1.0,0
152,1.6908333251121535,0.3121405874992311,0.0,0.0,0.5,0.125,20.0,78.0,5.0,1
153,2.409698068925827,-0.18049639137060547,3.0,3.0,0.6,0.075,10.0,38.0,1.0,0
154,2.5306851889644317,-0.11484361845111524,0.0,0.0,0.7333333333333333,0.09166666666666666,12.0,42.0,2.0,0
155,3.6390472883549907,-0.30564900373264825,0.0,0.0,1.1047619047619048,0.9666666666666667,10.0,36.0,2.0,0
156,2.5522419145363204,-0.004582492759853896,1.0,0.0,0.7904761904761904,0.6916666666666667,21.0,86.0,4.0,0
157,3.155129528011139,0.6635696240773119,2.0,1.0,1.0476190476190477,0.9166666666666666,11.0,44.0,3.0,0
158,2.4967621632423813,0.5191030471273712,2.0,1.0,0.6,0.15,7.0,14.0,0.0,0
159,2.1330838840070423,0.008140700448246552,2.0,1.0,0.5066666666666667,0.31666666666666665,13.0,50.0,3.0,1
160,2.268324101514645,-0.4775611322271771,0.0,0.0,0.49523809523809526,0.43333333333333335,15.0,54.0,3.0,0
161,2.2439609268202734,-0.6825973690697262,2.0,1.0,0.5333333333333333,0.4,18.0,79.0,5.0,1
162,3.775400446068003,0.14005396372775714,0.0,0.0,1.1,0.275,21.0,77.0,4.0,0
163,2.0809189890026754,-0.5352908350837962,0.0,0.0,0.5047619047619047,0.44166666666666665,19.0,82.0,6.0,1
164,2.7900463485773774,-0.014142888307570267,0.0,0.0,1.0,0.25,14.0,67.0,4.0,0
165,1.9016550975920619,0.12166308142539028,2.0,2.0,0.5,0.125,12.0,33.0,1.0,0
166,3.087156911286045,-0.650445943262909,0.0,0.0,1.0285714285714285,0.9,17.0,68.0,4.0,0
167,2.79547976398896,-0.7742926783790431,0.0,0.0,0.8666666666666667,0.43333333333333335,14.0,49.0,2.0,0
168,2.725682610609024,-0.061139735594432754,3.0,2.0,0.7,0.35,11.0,45.0,2.0,0
169,2.774800480031855,0.17152220289593956,2.0,2.0,0.7333333333333333,0.4583333333333333,14.0,51.0,3.0,1
170,2.1368938462908478,0.5670376859001482,1.0,1.0,0.55,0.55,10.0,37.0,2.0,0
171,2.9680885680784974,0.2439535417991423,0.0,0.0,0.9,0.225,14.0,53.0,3.0,0
172,2.2781987561264843,0.026950348750498065,0.0,0.0,0.6111111111111112,0.4583333333333333,15.0,51.0,2.0,0
173,2.0283092813785837,-0.30325051052721896,0.0,0.0,0.4888888888888889,0.18333333333333332,19.0,66.0,3.0,0
174,2.018036993340221,-0.5755344663988184,0.0,0.0,0.5,0.125,13.0,44.0,1.0,0
175,2.881237276569326,-0.20659585730530816,0.0,0.0,0.8,0.4,9.0,24.0,1.0,0
176,3.3946036878083348,0.09457104434688901,0.0,0.0,1.0933333333333333,0.6833333333333333,9.0,21.0,0.0,0
177,2.84014094054253,0.23277784778770183,0.0,0.0,0.8,0.2,14.0,51.0,2.0,0
178,2.2538268152213736,-0.6285228843023059,0.0,0.0,0.7166666666666667,0.35833333333333334,15.0,55.0,3.0,1
179,2.951636729012228,-0.13946485263973152,0.0,0.0,0.84,0.525,13.0,40.0,1.0,0
180,3.3145484495159763,0.3019817743009807,0.0,0.0,1.0933333333333333,0.6833333333333333,13.0,43.0,2.0,0
181,2.720101176052266,0.022915561639865967,2.0,1.0,0.8111111111111111,0.6083333333333333,15.0,60.0,3.0,0
182,2.0683745471878767,-0.58205683971905,1.0,1.0,0.6285714285714286,0.55,18.0,79.0,5.0,1
183,3.1501589074458316,0.8422271707504505,0.0,0.0,1.0833333333333333,0.5416666666666666,12.0,45.0,2.0,0
184,3.0391379510959204,-0.25741899463934637,0.0,0.0,0.8833333333333333,0.44166666666666665,13.0,41.0,1.0,0
185,3.3806605118423736,0.3035580978402961,0.0,0.0,1.1,0.55,17.0,66.0,3.0,0
186,2.80779835461833,0.39899062196405355,1.0,0.0,0.8,0.5,12.0,39.0,2.0,0
187,1.9317253017108413,-0.09777573033409936,1.0,0.0,0.5,0.125,17.0,65.0,4.0,1
188,2.006912811354839,-0.0005906138887858958,0.0,0.0,0.4888888888888889,0.18333333333333332,17.0,65.0,4.0,0
189,3.536735507507806,0.4632644924921938,1.0,1.0,1.1,0.275,10.0,31.0,1.0,0
190,3.4082444167660984,0.4215564022143057,0.0,0.0,1.1,0.55,13.0,44.0,1.0,0
191,2.509732034671911,0.11896370185631255,2.0,1.0,0.7,0.7,14.0,50.0,2.0,0
192,2.6294295089303885,0.6104333554352328,1.0,0.0,0.64,0.4,15.0,54.0,3.0,0
193,3.4784411224386416,-0.41596368722895605,1.0,0.0,1.1,0.55,10.0,33.0,1.0,0
194,1.973657928782032,0.47063377711112686,0.0,0.0,0.5066666666666667,0.31666666666666665,17.0,62.0,3.0,0
195,2.446261712444292,-0.3404171047664324,0.0,0.0,0.5,0.375,19.0,70.0,4.0,0
196,3.127712092463158,0.11368031467490436,0.0,0.0,0.95,0.475,20.0,81.0,5.0,0
197,2.5054772697369945,-0.7328392987148247,1.0,1.0,0.6333333333333333,0.31666666666666665,17.0,71.0,5.0,0
198,2.6447843430906173,-0.818735844528105,0.0,0.0,0.7444444444444445,0.5583333333333333,9.0,30.0,2.0,0
199,2.619647481024184,0.20322130234739388,2.0,1.0,0.7333333333333333,0.09166666666666666,14.0,46.0,2.0,0
200,2.90007581281684,-0.24024070903942807,1.0,1.0,0.8533333333333334,0.5333333333333333,12.0,39.0,2.0,0
201,3.0466927218897237,-0.7793170928112403,0.0,0.0,1.0933333333333333,0.6833333333333333,14.0,54.0,3.0,0
202,2.709062130720377,0.32484876615361147,0.0,0.0,0.7777777777777778,0.5833333333333334,12.0,36.0,1.0,0
203,2.9300454574019232,0.9008450696720756,0.0,0.0,0.9416666666666667,0.9416666666666667,7.0,17.0,0.0,0
204,1.3974389034624513,0.6993344941067052,0.0,0.0,0.49523809523809526,0.43333333333333335,15.0,57.0,2.0,0
205,2.5438892869317997,-0.2626376209813679,2.0,2.0,0.7333333333333333,0.4583333333333333,17.0,71.0,5.0,1
206,1.9028460483155907,-0.2137270284280104,1.0,0.0,0.5,0.125,15.0,57.0,4.0,1
207,1.6589613017614278,0.4347527809151972,5.0,4.0,0.5066666666666667,0.31666666666666665,16.0,47.0,1.0,1
208,2.303991560806462,0.44508008000632815,3.0,3.0,0.49523809523809526,0.43333333333333335,14.0,40.0,1.0,0
209,2.4855557805708925,-0.4293739116426383,2.0,1.0,0.65,0.65,16.0,58.0,3.0,0
210,2.7417945792139653,-0.33921529495368397,0.0,0.0,1.0285714285714285,0.9,16.0,44.0,1.0,0
211,1.7840263240329788,0.4642080828538726,2.0,2.0,0.5,0.125,16.0,55.0,2.0,1
212,2.7489300809364092,0.004380622585953731,1.0,1.0,0.7555555555555555,0.5666666666666667,13.0,53.0,3.0,0
213,2.2917046556084375,-0.031697489134643764,2.0,1.0,0.6,0.525,20.0,84.0,5.0,1
214,2.6065305411706756,0.14799259141910515,2.0,1.0,0.6555555555555556,0.49166666666666664,16.0,53.0,1.0,0
215,3.3089795738090277,0.6375567936317736,1.0,0.0,1.0555555555555556,0.7916666666666666,14.0,58.0,2.0,0
216,2.6924568089555523,0.5467392839077716,0.0,0.0,0.9066666666666666,0.5666666666666667,13.0,43.0,2.0,0
217,3.314070344266184,0.10803658535619531,1.0,0.0,1.0933333333333333,0.6833333333333333,14.0,57.0,3.0,0
218,2.4478084626912495,0.5865060124142105,1.0,1.0,0.7111111111111111,0.26666666666666666,14.0,46.0,1.0,0
219,2.008845819428298,0.18323039334901026,1.0,1.0,0.5333333333333333,0.13333333333333333,16.0,52.0,3.0,0
220,2.2587365019874346,0.7036373059130661,1.0,1.0,0.6857142857142857,0.6,12.0,39.0,1.0,0
221,2.6124700032629127,0.4767958916630217,3.0,2.0,0.825,0.825,14.0,42.0,1.0,0
222,2.6009765357226455,0.9954629938097654,1.0,1.0,0.8,0.7,12.0,43.0,2.0,0
223,2.046071026858153,-0.30462349731128846,0.0,0.0,0.4888888888888889,0.18333333333333332,17.0,66.0,3.0,0
224,2.806401400877494,-0.1541839072492226,5.0,1.0,0.7666666666666667,0.19166666666666668,15.0,54.0,2.0,1
225,2.8025723249482533,0.2881102063641663,1.0,1.0,0.8222222222222222,0.30833333333333335,12.0,27.0,0.0,0
226,4.0,0.0,0.0,0.0,1.1047619047619048,0.9666666666666667,7.0,22.0,1.0,0
227,3.5922718629843637,0.40772813701563626,1.0,1.0,1.1,0.825,15.0,54.0,2.0,0
228,2.2211661866845827,-0.3194051359440917,3.0,1.0,0.5,0.5,16.0,44.0,1.0,0
229,2.4196829039094143,0.2542605943742635,1.0,0.0,0.6666666666666666,0.25,10.0,38.0,3.0,0
230,1.7288860415017306,0.2990977640158605,3.0,1.0,0.5066666666666667,0.31666666666666665,19.0,83.0,5.0,1
231,2.5596762846544268,0.28770530934085414,2.0,1.0,0.5714285714285714,0.5,10.0,34.0,2.0,0
232,2.4240113584925624,-0.3637492237856268,1.0,1.0,0.8444444444444444,0.31666666666666665,16.0,61.0,4.0,1
233,2.9822238468924245,0.36096248113519014,0.0,0.0,1.1,1.0,13.0,44.0,1.0,0
234,2.256408852361056,0.46731501060653224,2.0,1.0,0.5333333333333333,0.3333333333333333,7.0,17.0,0.0,0
235,2.2004721056828442,0.0016398670176598351,3.0,3.0,0.5333333333333333,0.06666666666666667,14.0,56.0,2.0,1
236,1.2034433811187015,0.3216744557058919,1.0,1.0,0.5333333333333333,0.06666666666666667,14.0,60.0,3.0,1
237,2.352342101025736,-0.040168494156536116,3.0,1.0,0.7047619047619048,0.6166666666666667,13.0,37.0,1.0,0
238,1.877011203947973,-0.026645933010067457,2.0,1.0,0.5,0.375,12.0,38.0,1.0,0
239,2.442658795518297,0.02593601229767506,3.0,3.0,0.5888888888888889,0.44166666666666665,13.0,44.0,2.0,0
240,2.2995881366674924,0.3001101527924712,1.0,1.0,0.5,0.375,13.0,49.0,3.0,0
241,2.7940899799456864,-0.2825091500613701,3.0,1.0,0.7166666666666667,0.35833333333333334,9.0,21.0,0.0,0
242,1.3948977014224522,-0.33771281199281655,1.0,1.0,0.49523809523809526,0.43333333333333335,20.0,68.0,3.0,1
243,1.5880565851582253,-0.054807352181023505,2.0,1.0,0.5,0.5,14.0,42.0,0.0,0
244,3.5557419404404857,0.18047441698938016,0.0,0.0,1.1,0.275,10.0,34.0,1.0,0
245,2.0852461311647845,-0.15589285881843962,1.0,0.0,0.5,0.375,12.0,33.0,1.0,0
246,2.0593516000128775,-0.06622738311468757,1.0,1.0,0.4888888888888889,0.18333333333333332,18.0,66.0,3.0,1
